video t (ms),A002C001_140325E3,20140325_121238,Take5_Nexus5,20140325_121245,20140325_131253,IMG_0367,VID_20140325_131247,VID_20140325_131249
537.843174,0,0,0,0,0,0,0,0
538.341096,0,0,0,0,0,0,0,0
538.840947,0,0,0,0,0,0,0,0
539.340974,0,0,0,0,0,0,0,0
539.841703,0.1808995606755045,0,0.1808995606755045,0,0.1808995606755045,0.1808995606755045,0,0.1808995606755045
540.341483,0.32007086221475434,0,0.32007086221475434,0,0.32007086221475434,0.32007086221475434,0,0.32007086221475434
540.842264,0.4189870387628646,0,0.4189870387628646,0,0.4189870387628646,0.4189870387628646,0,0.4189870387628646
541.342133,0.4926604454999378,0,0.4926604454999378,0,0.4926604454999378,0.4926604454999378,0,0.4926604454999378
541.841121,0.549663249436354,0.09932649887270806,0.549663249436354,0.09932649887270806,0.549663249436354,0.549663249436354,0.09932649887270806,0.549663249436354
542.341795,0.5952887564134142,0.19057751282682844,0.5952887564134142,0.19057751282682844,0.5952887564134142,0.5952887564134142,0.19057751282682844,0.5952887564134142
542.841338,0.632443343898135,0.26488668779627,0.632443343898135,0.26488668779627,0.632443343898135,0.632443343898135,0.26488668779627,0.632443343898135
543.341493,0.6633842705865365,0.32676854117307297,0.6633842705865365,0.32676854117307297,0.6633842705865365,0.6633842705865365,0.32676854117307297,0.6633842705865365
543.840669,0.6894732519246094,0.3789465038492188,0.6894732519246094,0.3789465038492188,0.6894732519246094,0.6894732519246094,0.3789465038492188,0.6894732519246094
544.341598,0.7118819038498052,0.4237638076996103,0.7118819038498052,0.4237638076996103,0.7118819038498052,0.7118819038498052,0.4237638076996103,0.7118819038498052
544.841248,0.7312278800545275,0.4624557601090551,0.7312278800545275,0.4624557601090551,0.7312278800545275,0.7312278800545275,0.4624557601090551,0.7312278800545275
545.342115,0.7481779097885153,0.4963558195770307,0.7481779097885153,0.4963558195770307,0.7481779097885153,0.7481779097885153,0.4963558195770307,0.7481779097885153
545.84069,0.7630525466519922,0.5261050933039844,0.7630525466519922,0.5261050933039844,0.7630525466519922,0.7630525466519922,0.5261050933039844,0.7630525466519922
546.352425,0.7765968438719133,0.5531936877438267,0.7765968438719133,0.5531936877438267,0.7765968438719133,0.7765968438719133,0.5531936877438267,0.7765968438719133
546.841292,0.7881645859486175,0.576329171897235,0.7881645859486175,0.576329171897235,0.7881645859486175,0.7881645859486175,0.576329171897235,0.7881645859486175
547.341937,0.7988319579977232,0.5976639159954464,0.7988319579977232,0.5976639159954464,0.7988319579977232,0.7988319579977232,0.5976639159954464,0.7988319579977232
547.84147,0.8084560890372712,0.6169121780745425,0.8084560890372712,0.6169121780745425,0.8084560890372712,0.8084560890372712,0.6169121780745425,0.8084560890372712
548.341516,0.8172099734625435,0.6344199469250872,0.8172099734625435,0.6344199469250872,0.8172099734625435,0.8172099734625435,0.6344199469250872,0.8172099734625435
548.841121,0.8251919545296315,0.6503839090592629,0.8251919545296315,0.6503839090592629,0.8251919545296315,0.8251919545296315,0.6503839090592629,0.8251919545296315
549.351378,0.8326552804203831,0.665310560840766,0.8326552804203831,0.665310560840766,0.8326552804203831,0.8326552804203831,0.665310560840766,0.8326552804203831
549.840961,0.8392407146039604,0.6784814292079209,0.8392407146039604,0.6784814292079209,0.8392407146039604,0.8392407146039604,0.6784814292079209,0.8392407146039604
550.340725,0.8454491537375229,0.6908983074750459,0.8454491537375229,0.6908983074750459,0.8454491537375229,0.8454491537375229,0.6908983074750459,0.8454491537375229
550.841549,0.8512076249545347,0.7024152499090695,0.8512076249545347,0.7024152499090695,0.8512076249545347,0.8512076249545347,0.7024152499090695,0.8512076249545347
551.3417,0.8565454714991713,0.7130909429983425,0.8565454714991713,0.7130909429983425,0.8565454714991713,0.8565454714991713,0.7130909429983425,0.8565454714991713
552.127717,0.864201627448436,0.728403254896872,0.864201627448436,0.728403254896872,0.864201627448436,0.864201627448436,0.728403254896872,0.864201627448436
552.432881,0.866958302936077,0.733916605872154,0.866958302936077,0.733916605872154,0.866958302936077,0.866958302936077,0.733916605872154,0.866958302936077
552.721636,0.8694656366983265,0.7389312733966531,0.8694656366983265,0.7389312733966531,0.8694656366983265,0.8694656366983265,0.7389312733966531,0.8694656366983265
553.220218,0.8735794917617449,0.7471589835234898,0.8735794917617449,0.7471589835234898,0.8735794917617449,0.8735794917617449,0.7471589835234898,0.8735794917617449
553.72057,0.8774552604473984,0.7549105208947968,0.8774552604473984,0.7549105208947968,0.8774552604473984,0.8774552604473984,0.7549105208947968,0.8774552604473984
554.22099,0.8811009340116133,0.7622018680232265,0.8811009340116133,0.7622018680232265,0.8811009340116133,0.8811009340116133,0.7622018680232265,0.8811009340116133
554.720866,0.8845323322748414,0.7690646645496828,0.8845323322748414,0.7690646645496828,0.8845323322748414,0.8845323322748414,0.7690646645496828,0.8845323322748414
555.220853,0.8877719265177714,0.7755438530355429,0.8877719265177714,0.7755438530355429,0.8877719265177714,0.8877719265177714,0.7755438530355429,0.8877719265177714
555.72098,0.8908355339070294,0.7816710678140589,0.8908355339070294,0.7816710678140589,0.8908355339070294,0.8908355339070294,0.7816710678140589,0.8908355339070294
556.221564,0.8937389050134196,0.787477810026839,0.8937389050134196,0.787477810026839,0.8937389050134196,0.8937389050134196,0.787477810026839,0.8937389050134196
556.720923,0.8964852766091972,0.7929705532183943,0.8964852766091972,0.7929705532183943,0.8964852766091972,0.8964852766091972,0.7929705532183943,0.8964852766091972
557.220415,0.899093939254047,0.798187878508094,0.899093939254047,0.798187878508094,0.899093939254047,0.899093939254047,0.798187878508094,0.899093939254047
557.721445,0.9015818018846595,0.803163603769319,0.9015818018846595,0.803163603769319,0.9015818018846595,0.9015818018846595,0.803163603769319,0.9015818018846595
558.22047,0.9039406891391021,0.8078813782782042,0.9039406891391021,0.8078813782782042,0.9039406891391021,0.9039406891391021,0.8078813782782042,0.9039406891391021
558.720386,0.9061930679866677,0.8123861359733354,0.9061930679866677,0.8123861359733354,0.9061930679866677,0.9061930679866677,0.8123861359733354,0.9061930679866677
559.220221,0.9083418999285116,0.8166837998570231,0.9083418999285116,0.8166837998570231,0.9083418999285116,0.9083418999285116,0.8166837998570231,0.9083418999285116
559.721665,0.910400949033148,0.8208018980662961,0.910400949033148,0.8208018980662961,0.910400949033148,0.910400949033148,0.8208018980662961,0.910400949033148
560.220721,0.9123603500520427,0.8247207001040856,0.9123603500520427,0.8247207001040856,0.9123603500520427,0.9123603500520427,0.8247207001040856,0.9123603500520427
560.720864,0.9142398840797666,0.8284797681595333,0.9142398840797666,0.8284797681595333,0.9142398840797666,0.9142398840797666,0.8284797681595333,0.9142398840797666
561.220558,0.9160389105914312,0.8320778211828623,0.9160389105914312,0.8320778211828623,0.9160389105914312,0.9160389105914312,0.8320778211828623,0.9160389105914312
561.722028,0.9177700149017181,0.8355400298034361,0.9177700149017181,0.8355400298034361,0.9177700149017181,0.9177700149017181,0.8355400298034361,0.9177700149017181
562.22125,0.9194238807473437,0.8388477614946875,0.9194238807473437,0.8388477614946875,0.9194238807473437,0.9194238807473437,0.8388477614946875,0.9194238807473437
562.721168,0.9210147020074273,0.8420294040148546,0.9210147020074273,0.8420294040148546,0.9210147020074273,0.9210147020074273,0.8420294040148546,0.9210147020074273
563.221745,0.9225459007514792,0.8450918015029585,0.9225459007514792,0.8450918015029585,0.9225459007514792,0.9225459007514792,0.8450918015029585,0.9225459007514792
563.7217,0.9240170657670289,0.8480341315340579,0.9240170657670289,0.8480341315340579,0.9240170657670289,0.9240170657670289,0.8480341315340579,0.9240170657670289
564.220811,0.9254310393522405,0.8508620787044809,0.9254310393522405,0.8508620787044809,0.9254310393522405,0.9254310393522405,0.8508620787044809,0.9254310393522405
564.72055,0.9267950315787933,0.8535900631575867,0.9267950315787933,0.8535900631575867,0.9267950315787933,0.9267950315787933,0.8535900631575867,0.9267950315787933
565.222355,0.9281153590341292,0.8562307180682585,0.9281153590341292,0.8562307180682585,0.9281153590341292,0.9281153590341292,0.8562307180682585,0.9281153590341292
565.721586,0.9293824858537231,0.8587649717074461,0.9293824858537231,0.8587649717074461,0.9293824858537231,0.9293824858537231,0.8587649717074461,0.9293824858537231
566.220096,0.9306039785571847,0.8612079571143693,0.9306039785571847,0.8612079571143693,0.9306039785571847,0.9306039785571847,0.8612079571143693,0.9306039785571847
566.720511,0.9317883648071481,0.8635767296142963,0.9317883648071481,0.8635767296142963,0.9317883648071481,0.9317883648071481,0.8635767296142963,0.9317883648071481
567.220478,0.9329319939137125,0.865863987827425,0.9329319939137125,0.865863987827425,0.9329319939137125,0.9329319939137125,0.865863987827425,0.9329319939137125
567.720428,0.9340378704416705,0.868075740883341,0.9340378704416705,0.868075740883341,0.9340378704416705,0.9340378704416705,0.868075740883341,0.9340378704416705
568.220192,0.9351074775913142,0.8702149551826284,0.9351074775913142,0.8702149551826284,0.9351074775913142,0.9351074775913142,0.8702149551826284,0.9351074775913142
568.721235,0.9361455574788159,0.8722911149576318,0.9361455574788159,0.8722911149576318,0.9361455574788159,0.9361455574788159,0.8722911149576318,0.9361455574788159
569.220284,0.937147009750133,0.874294019500266,0.937147009750133,0.874294019500266,0.937147009750133,0.937147009750133,0.874294019500266,0.937147009750133
569.720186,0.9381191680023129,0.8762383360046259,0.9381191680023129,0.8762383360046259,0.9381191680023129,0.9381191680023129,0.8762383360046259,0.9381191680023129
570.220481,0.9390624409191322,0.8781248818382642,0.9390624409191322,0.8781248818382642,0.9390624409191322,0.9390624409191322,0.8781248818382642,0.9390624409191322
570.720116,0.9399761993625713,0.8799523987251424,0.9399761993625713,0.8799523987251424,0.9399761993625713,0.9399761993625713,0.8799523987251424,0.9399761993625713
571.22011,0.9408635867831299,0.8817271735662598,0.9408635867831299,0.8817271735662598,0.9408635867831299,0.9408635867831299,0.8817271735662598,0.9408635867831299
571.721536,0.9417275497227164,0.8834550994454329,0.9417275497227164,0.8834550994454329,0.9417275497227164,0.9417275497227164,0.8834550994454329,0.9417275497227164
572.220096,0.9425619044818258,0.8851238089636515,0.9425619044818258,0.8851238089636515,0.9425619044818258,0.9425619044818258,0.8851238089636515,0.9425619044818258
572.721995,0.9433780566471401,0.8867561132942803,0.9433780566471401,0.8867561132942803,0.9433780566471401,0.9433780566471401,0.8867561132942803,0.9433780566471401
573.220507,0.9441660610778067,0.8883321221556133,0.9441660610778067,0.8883321221556133,0.9441660610778067,0.9441660610778067,0.8883321221556133,0.9441660610778067
573.72146,0.9449361341752232,0.8898722683504463,0.9449361341752232,0.8898722683504463,0.9449361341752232,0.9449361341752232,0.8898722683504463,0.9449361341752232
574.220559,0.945682519377286,0.8913650387545718,0.945682519377286,0.8913650387545718,0.945682519377286,0.945682519377286,0.8913650387545718,0.945682519377286
574.720525,0.9464101858159819,0.8928203716319638,0.9464101858159819,0.8928203716319638,0.9464101858159819,0.9464101858159819,0.8928203716319638,0.9464101858159819
575.220606,0.9471187743527959,0.8942375487055918,0.9471187743527959,0.8942375487055918,0.9471187743527959,0.9471187743527959,0.8942375487055918,0.9471187743527959
575.721933,0.9478105658187963,0.8956211316375926,0.9478105658187963,0.8956211316375926,0.9478105658187963,0.9478105658187963,0.8956211316375926,0.9478105658187963
576.221749,0.9484824859384878,0.8969649718769757,0.9484824859384878,0.8969649718769757,0.9484824859384878,0.9484824859384878,0.8969649718769757,0.9484824859384878
576.720163,0.9491355109590974,0.898271021918195,0.9491355109590974,0.898271021918195,0.9491355109590974,0.9491355109590974,0.898271021918195,0.9491355109590974
577.220399,0.9497744861873434,0.8995489723746868,0.9497744861873434,0.8995489723746868,0.9497744861873434,0.9497744861873434,0.8995489723746868,0.9497744861873434
